TransactionID,TransactionAmount,TransactionDate,R1_HighAmount,AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,R2_HighLoginAttempts,TimeSinceLastTxn,R3_VeryFrequent,R4_NewDeviceUsed,R5_NewLocationUsed,TotalFlags,R6_SuspiciousMerchant,Fraud_Label
TX002311,176.52,2023-03-14 17:06:18,0,AC00243,Credit,San Diego,D000333,223.32.70.156,M022,Online,73,Retired,94,5,7132.08,2024-11-04 08:08:41,1,-51894143.0,1,1,1,4,1,1
TX001160,149.4,2023-05-02 16:30:52,0,AC00243,Debit,Chicago,D000077,154.138.163.229,M039,ATM,53,Retired,123,1,1035.22,2024-11-04 08:10:16,0,-47662764.0,1,1,1,3,1,1
TX001922,14.92,2023-05-22 16:51:28,0,AC00243,Debit,Las Vegas,D000521,56.89.80.133,M044,Branch,26,Engineer,120,1,6611.26,2024-11-04 08:07:33,0,-45933365.0,1,1,1,3,1,1
TX000951,388.98,2023-08-21 17:10:10,1,AC00243,Debit,Fresno,D000548,78.69.172.205,M005,ATM,23,Student,155,1,1819.91,2024-11-04 08:08:32,0,-38069902.0,1,1,1,4,1,1
TX000729,504.71,2023-04-10 18:27:51,0,AC00244,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,2024-11-04 08:08:37,0,-49556446.0,1,1,1,3,1,1
TX001701,21.13,2023-04-25 16:11:22,0,AC00244,Debit,Dallas,D000549,68.254.244.208,M090,Branch,28,Student,153,1,948.7,2024-11-04 08:10:17,0,-48268735.0,1,1,1,3,1,1
TX001950,737.1,2023-07-19 16:11:01,1,AC00244,Debit,Washington,D000637,146.250.144.172,M032,ATM,60,Retired,92,1,4644.19,2024-11-04 08:11:08,0,-40924807.0,1,1,1,4,1,1
TX001239,410.97,2023-09-25 17:01:56,0,AC00244,Debit,Los Angeles,D000309,148.112.151.27,M026,ATM,22,Student,45,1,151.42,2024-11-04 08:11:11,0,-35046555.0,1,1,1,3,1,1
TX001700,152.34,2023-10-12 17:10:20,0,AC00244,Debit,Omaha,D000128,110.64.1.201,M044,Branch,55,Doctor,115,1,6853.51,2024-11-04 08:08:11,0,-33577071.0,1,1,1,3,1,1
TX001116,42.58,2023-02-06 16:32:53,0,AC00245,Debit,San Jose,D000388,214.247.164.80,M057,Online,30,Doctor,80,1,13485.0,2024-11-04 08:10:23,0,-55006650.0,1,1,1,3,1,1
TX001445,169.28,2023-03-27 18:08:06,1,AC00245,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,45,Doctor,114,1,5128.44,2024-11-04 08:11:54,0,-50767428.0,1,1,1,4,1,1
TX002431,331.22,2023-05-25 16:27:17,1,AC00245,Credit,Oklahoma City,D000444,101.90.40.193,M035,Branch,61,Doctor,161,1,12613.25,2024-11-04 08:12:21,0,-45675904.0,1,1,1,4,1,1
TX001558,262.43,2023-06-13 17:26:54,0,AC00245,Credit,San Diego,D000365,172.184.35.29,M046,Online,37,Doctor,274,5,12841.01,2024-11-04 08:07:46,1,-44030452.0,1,1,1,4,1,1
TX001986,77.44,2023-06-26 16:28:59,0,AC00245,Debit,Washington,D000218,195.164.171.146,M011,Branch,58,Retired,268,1,1950.63,2024-11-04 08:10:59,0,-42910920.0,1,1,1,3,1,1
TX002003,178.55,2023-12-15 16:16:30,0,AC00245,Debit,Houston,D000630,16.250.113.156,M076,Branch,55,Engineer,67,1,7568.4,2024-11-04 08:12:21,0,-28050951.0,1,1,1,3,1,1
TX001524,3.65,2023-02-13 17:48:36,0,AC00246,Debit,Miami,D000115,21.28.32.1,M098,Online,69,Doctor,146,1,10017.11,2024-11-04 08:11:01,0,-54397345.0,1,1,1,3,1,1
TX001521,91.23,2023-05-15 16:13:54,1,AC00246,Debit,Boston,D000184,32.240.176.64,M003,ATM,72,Retired,86,1,6385.12,2024-11-04 08:08:29,0,-46540475.0,1,1,1,4,1,1
TX001726,290.86,2023-06-05 17:45:07,1,AC00246,Debit,Louisville,D000621,173.232.121.213,M068,Online,45,Doctor,36,1,14631.88,2024-11-04 08:10:45,0,-44720738.0,1,1,1,4,1,1
TX001043,180.65,2023-12-04 17:54:09,0,AC00246,Debit,Charlotte,D000552,10.223.224.50,M012,Branch,22,Student,38,5,816.01,2024-11-04 08:09:50,1,-28995341.0,1,1,1,4,1,1
TX001023,77.25,2023-12-22 17:49:57,0,AC00246,Debit,Virginia Beach,D000142,45.182.28.148,M059,Branch,68,Doctor,157,1,14077.97,2024-11-04 08:07:50,0,-27440273.0,1,1,1,3,1,1
TX000964,10.77,2023-03-08 16:58:31,0,AC00247,Debit,Indianapolis,D000253,37.227.215.145,M096,ATM,31,Doctor,178,1,10704.95,2024-11-04 08:10:45,0,-52413134.0,1,1,1,3,1,1
TX001011,273.92,2023-05-08 17:54:56,1,AC00247,Debit,Virginia Beach,D000602,101.90.40.193,M086,Online,28,Student,35,1,1029.15,2024-11-04 08:09:46,0,-47139290.0,1,1,1,4,1,1
TX000173,177.19,2023-05-15 17:25:28,0,AC00247,Debit,Chicago,D000666,130.92.201.49,M088,Online,76,Retired,43,1,5343.3,2024-11-04 08:06:30,0,-46536062.0,1,1,1,3,1,1
TX001680,67.25,2023-07-03 16:38:45,0,AC00247,Debit,Miami,D000413,42.3.3.101,M013,Online,19,Student,157,1,467.4,2024-11-04 08:11:37,0,-42305572.0,1,1,1,3,1,1
TX000985,111.26,2023-08-18 17:07:18,0,AC00247,Debit,Boston,D000102,138.220.61.84,M096,ATM,66,Doctor,43,1,14350.11,2024-11-04 08:07:47,0,-38329229.0,1,1,1,3,1,1
TX001572,101.28,2023-08-23 18:19:06,0,AC00247,Credit,Chicago,D000506,81.222.37.186,M023,Online,32,Engineer,75,1,2774.35,2024-11-04 08:06:44,0,-37892858.0,1,1,0,2,1,1
TX001261,414.77,2024-01-01 17:37:04,1,AC00247,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29,Doctor,274,1,5599.81,2024-11-04 08:08:05,0,-26577061.0,1,1,1,4,1,1
TX000324,138.12,2023-04-11 17:18:50,0,AC00248,Credit,Los Angeles,D000182,45.182.28.148,M067,Branch,53,Doctor,281,1,1649.69,2024-11-04 08:11:23,0,-49474353.0,1,1,1,3,1,1
TX001068,48.77,2023-06-15 17:49:07,0,AC00248,Credit,Austin,D000273,110.247.153.70,M013,Online,42,Engineer,51,1,2040.16,2024-11-04 08:08:21,0,-43856354.0,1,1,1,3,1,1
TX002012,585.58,2023-09-04 16:13:40,1,AC00248,Debit,Raleigh,D000580,175.166.115.182,M091,Branch,23,Student,55,1,1729.02,2024-11-04 08:09:16,0,-36863736.0,1,1,1,4,1,1
TX002219,590.68,2023-09-25 16:56:21,1,AC00248,Debit,Washington,D000249,179.43.245.131,M037,Branch,27,Student,23,1,852.2,2024-11-04 08:09:15,0,-35046774.0,1,1,1,4,1,1
TX001075,44.54,2023-10-16 16:23:58,0,AC00248,Debit,San Antonio,D000046,81.67.222.238,M048,ATM,31,Engineer,164,1,362.4,2024-11-04 08:07:59,0,-33234241.0,1,1,1,3,1,1
TX002119,746.78,2023-11-27 16:29:16,1,AC00248,Credit,Mesa,D000243,112.66.191.48,M001,Branch,21,Student,64,1,1699.81,2024-11-04 08:07:44,0,-29605108.0,1,1,1,4,1,1
TX001957,26.1,2023-12-01 17:45:05,0,AC00248,Credit,Detroit,D000017,170.154.69.105,M032,Branch,66,Doctor,115,1,5243.0,2024-11-04 08:10:24,0,-29255119.0,1,1,1,3,1,1
TX000211,304.93,2023-02-24 16:23:22,0,AC00249,Debit,Portland,D000700,21.190.11.223,M098,ATM,65,Doctor,158,1,13531.22,2024-11-04 08:08:15,0,-53451893.0,1,1,1,3,1,1
TX001506,160.52,2023-08-07 16:15:05,0,AC00249,Credit,Jacksonville,D000254,98.255.160.110,M034,ATM,78,Retired,112,1,5379.25,2024-11-04 08:07:59,0,-39282774.0,1,1,1,3,1,1
TX001071,48.29,2023-09-25 17:58:54,0,AC00249,Debit,San Diego,D000295,221.105.243.251,M060,Online,37,Engineer,242,1,8883.4,2024-11-04 08:07:56,0,-35042942.0,1,1,1,3,1,1
TX001201,18.41,2023-12-01 17:26:46,0,AC00249,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1,8287.54,2024-11-04 08:11:30,0,-29256284.0,1,1,1,3,1,1
TX000829,70.03,2023-12-18 18:34:33,0,AC00249,Debit,Nashville,D000005,193.221.15.59,M073,Branch,63,Retired,49,1,7330.31,2024-11-04 08:07:55,0,-27783202.0,1,1,1,3,1,1
TX001334,840.16,2023-03-20 16:35:53,0,AC00250,Credit,Colorado Springs,D000692,23.163.145.195,M014,Branch,20,Student,68,1,1236.76,2024-11-04 08:12:12,0,-51377779.0,1,1,1,3,1,1
TX001472,153.07,2023-04-03 18:37:57,0,AC00250,Debit,Detroit,D000503,92.214.76.157,M034,ATM,56,Engineer,116,1,8873.43,2024-11-04 08:12:06,0,-50160849.0,1,1,1,3,1,1
TX002098,1026.46,2023-06-21 16:40:17,0,AC00251,Debit,Philadelphia,D000292,131.41.45.13,M009,Branch,53,Retired,165,1,3134.47,2024-11-04 08:07:24,0,-43342027.0,1,1,1,3,1,1
TX002239,433.53,2023-10-19 17:06:57,0,AC00251,Debit,Philadelphia,D000573,166.79.195.157,M098,Branch,38,Doctor,231,1,6368.32,2024-11-04 08:09:08,0,-32972531.0,1,1,0,2,1,1
TX002467,883.92,2023-11-03 16:08:00,0,AC00251,Credit,Tucson,D000058,117.67.192.211,M006,Online,53,Retired,129,1,2342.64,2024-11-04 08:11:08,0,-31680188.0,1,1,1,3,1,1
TX000391,426.93,2023-12-25 17:05:00,0,AC00251,Debit,Omaha,D000129,3.70.1.133,M054,ATM,19,Student,248,1,476.19,2024-11-04 08:09:12,0,-27183852.0,1,1,1,3,1,1
TX002015,331.98,2023-08-28 16:40:01,0,AC00252,Debit,Denver,D000302,60.153.124.80,M047,ATM,74,Retired,12,1,7600.99,2024-11-04 08:09:26,0,-37466965.0,1,1,1,3,1,1
TX002243,1169.59,2023-12-25 17:12:21,1,AC00252,Debit,New York,D000484,142.184.68.230,M067,Online,28,Student,114,1,5946.45,2024-11-04 08:11:33,0,-27183552.0,1,1,1,4,1,1
TX000731,430.35,2023-02-20 17:23:03,0,AC00253,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,2024-11-04 08:10:51,0,-53794068.0,1,1,1,3,1,1
TX001882,767.66,2023-05-08 17:44:34,1,AC00253,Debit,San Jose,D000074,193.209.134.233,M085,ATM,63,Doctor,155,1,1801.69,2024-11-04 08:12:04,0,-47140050.0,1,1,1,4,1,1
TX000874,758.12,2023-07-03 18:46:29,1,AC00253,Debit,San Francisco,D000413,179.132.235.182,M028,ATM,69,Retired,90,1,6164.65,2024-11-04 08:11:14,0,-42297885.0,1,1,1,4,1,1
TX002288,275.65,2023-08-14 16:52:32,0,AC00253,Credit,Atlanta,D000241,6.44.165.160,M013,Branch,28,Engineer,14,1,4957.57,2024-11-04 08:08:18,0,-38675746.0,1,1,1,3,1,1
TX000249,842.01,2023-09-12 16:43:27,1,AC00253,Credit,Virginia Beach,D000209,62.152.134.92,M015,Online,53,Doctor,185,1,509.45,2024-11-04 08:08:33,0,-36170706.0,1,1,1,4,1,1
TX001539,20.05,2023-11-29 17:43:51,0,AC00253,Debit,Chicago,D000293,164.75.163.220,M018,ATM,72,Retired,171,1,7145.67,2024-11-04 08:08:00,0,-29427849.0,1,1,1,3,1,1
TX000934,32.46,2023-03-10 18:59:46,0,AC00254,Debit,Charlotte,D000536,156.187.182.236,M092,Online,31,Doctor,10,1,8656.18,2024-11-04 08:09:33,0,-52232987.0,1,1,1,3,1,1
TX001586,165.91,2023-03-15 17:40:16,1,AC00254,Debit,Jacksonville,D000574,1.198.76.182,M084,ATM,26,Student,84,1,587.12,2024-11-04 08:09:22,0,-51805746.0,1,1,1,4,1,1
TX001112,508.16,2023-03-28 18:19:10,1,AC00254,Debit,Mesa,D000010,7.28.148.225,M038,ATM,39,Engineer,131,1,5609.44,2024-11-04 08:09:54,0,-50680244.0,1,1,1,4,1,1
TX001150,283.15,2023-08-11 16:31:43,0,AC00254,Debit,Baltimore,D000383,36.77.94.252,M089,Online,24,Student,180,1,603.79,2024-11-04 08:11:16,0,-38936373.0,1,1,1,3,1,1
TX001449,39.24,2023-11-14 18:33:32,0,AC00254,Debit,Dallas,D000164,214.67.148.245,M095,ATM,77,Retired,106,1,6462.41,2024-11-04 08:11:18,0,-30721066.0,1,1,1,3,1,1
TX001246,175.07,2023-11-23 16:59:11,0,AC00254,Debit,Las Vegas,D000406,58.190.9.136,M100,Online,28,Engineer,169,2,9274.64,2024-11-04 08:12:07,0,-29949176.0,1,1,1,3,1,1
TX002309,588.36,2023-01-09 16:08:44,0,AC00255,Debit,Charlotte,D000356,82.51.236.134,M068,Online,33,Engineer,134,1,8434.99,2024-11-04 08:10:22,0,-57427298.0,1,1,1,3,1,1
TX001839,137.86,2023-08-28 16:16:57,0,AC00255,Credit,Sacramento,D000431,110.64.1.201,M096,Online,66,Doctor,120,1,8046.94,2024-11-04 08:11:15,0,-37468458.0,1,1,1,3,1,1
TX001007,353.68,2023-11-06 16:32:58,0,AC00255,Debit,Las Vegas,D000614,147.234.20.46,M030,Online,70,Retired,145,1,6777.12,2024-11-04 08:08:35,0,-31419337.0,1,1,1,3,1,1
TX000490,166.68,2023-03-27 18:47:56,0,AC00256,Debit,Mesa,D000130,187.52.200.18,M008,ATM,57,Retired,139,1,5141.19,2024-11-04 08:12:19,0,-50765063.0,1,1,1,3,1,1
TX002079,506.83,2023-04-24 17:27:12,1,AC00256,Debit,Indianapolis,D000410,116.43.88.219,M064,Branch,37,Engineer,45,1,9975.79,2024-11-04 08:07:31,0,-48350419.0,1,1,1,4,1,1
TX001982,584.88,2023-12-19 17:19:47,1,AC00256,Debit,Philadelphia,D000202,91.204.200.167,M042,ATM,26,Student,121,1,548.45,2024-11-04 08:11:03,0,-27701476.0,1,1,1,4,1,1
TX000550,73.88,2023-01-02 16:27:18,0,AC00257,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,2024-11-04 08:09:09,0,-58030911.0,1,1,1,3,1,1
TX000748,389.63,2023-02-16 16:20:06,1,AC00257,Debit,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48,2024-11-04 08:08:55,0,-54143329.0,1,1,1,4,1,1
TX001627,18.23,2023-03-22 17:31:23,0,AC00257,Debit,Nashville,D000187,193.217.248.188,M064,ATM,56,Engineer,28,1,8422.2,2024-11-04 08:11:20,0,-51201597.0,1,1,1,3,1,1
TX001606,620.54,2023-03-27 16:26:46,1,AC00257,Credit,Omaha,D000078,161.168.126.136,M009,Branch,28,Student,98,1,213.36,2024-11-04 08:07:26,0,-50773240.0,1,1,1,4,1,1
TX002187,512.76,2023-04-11 16:37:54,0,AC00257,Debit,Fresno,D000678,210.228.226.64,M080,ATM,52,Doctor,26,1,5121.36,2024-11-04 08:07:06,0,-49476552.0,1,1,1,3,1,1
TX000163,60.65,2023-05-26 18:15:08,0,AC00257,Credit,Tucson,D000456,10.144.131.89,M085,Branch,56,Retired,53,1,1047.28,2024-11-04 08:09:22,0,-45582854.0,1,1,1,3,1,1
TX001430,83.43,2023-05-30 16:28:48,0,AC00257,Debit,New York,D000627,23.255.214.209,M012,Online,56,Retired,109,1,1870.16,2024-11-04 08:11:40,0,-45243772.0,1,1,1,3,1,1
TX001453,83.62,2023-06-22 17:18:09,0,AC00257,Debit,Raleigh,D000554,202.21.120.44,M069,ATM,48,Doctor,146,1,12652.22,2024-11-04 08:12:06,0,-43253637.0,1,1,1,3,1,1
TX001013,963.77,2023-07-11 16:45:22,1,AC00257,Debit,Louisville,D000382,32.13.122.242,M055,ATM,41,Engineer,248,1,6710.51,2024-11-04 08:10:12,0,-41613890.0,1,1,1,4,1,1
TX002420,277.22,2023-08-17 17:10:25,0,AC00257,Debit,Kansas City,D000582,148.42.122.1,M035,Branch,35,Doctor,41,1,12104.51,2024-11-04 08:07:27,0,-38415422.0,1,1,1,3,1,1
TX000661,326.29,2023-12-06 17:10:35,0,AC00257,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,2024-11-04 08:10:44,0,-28825209.0,1,1,1,3,1,1
TX000188,630.36,2023-03-02 16:11:53,0,AC00258,Debit,Mesa,D000091,200.22.195.243,M084,ATM,62,Retired,52,1,1363.65,2024-11-04 08:12:15,0,-52934422.0,1,1,1,3,1,1
TX001875,79.14,2023-04-12 17:21:31,0,AC00258,Credit,Portland,D000236,170.99.15.217,M061,Online,57,Retired,22,1,2229.56,2024-11-04 08:08:52,0,-49387641.0,1,1,1,3,1,1
TX002507,92.24,2023-04-13 17:45:33,0,AC00258,Debit,Philadelphia,D000531,189.183.50.147,M076,Branch,60,Engineer,93,1,6937.48,2024-11-04 08:09:06,0,-49299813.0,1,1,1,3,1,1
TX001144,189.03,2023-04-20 17:54:10,0,AC00258,Debit,Oklahoma City,D000074,41.82.55.163,M046,ATM,28,Student,50,1,1916.46,2024-11-04 08:09:07,0,-48694497.0,1,1,1,3,1,1
TX000256,237.99,2023-05-08 16:45:11,0,AC00258,Credit,Kansas City,D000563,168.55.35.243,M043,Branch,39,Doctor,86,1,8510.09,2024-11-04 08:11:36,0,-47143585.0,1,1,1,3,1,1
TX001032,66.69,2023-11-01 16:03:17,0,AC00258,Credit,San Antonio,D000624,52.50.209.49,M043,Branch,25,Student,140,1,1210.33,2024-11-04 08:07:16,0,-31853039.0,1,1,1,3,1,1
TX001605,304.15,2023-11-28 16:09:34,0,AC00258,Debit,Atlanta,D000012,214.67.148.245,M010,Branch,20,Student,40,1,686.91,2024-11-04 08:10:17,0,-29520043.0,1,1,1,3,1,1
TX001323,202.34,2023-01-10 16:32:06,0,AC00259,Debit,New York,D000023,146.250.144.172,M049,Online,20,Student,134,1,1223.45,2024-11-04 08:11:25,0,-57339559.0,1,1,1,3,1,1
TX001612,35.94,2023-05-08 16:22:52,0,AC00259,Credit,Fresno,D000187,149.84.108.18,M050,Branch,23,Student,141,1,1697.28,2024-11-04 08:09:24,0,-47144792.0,1,1,1,3,1,1
TX001761,373.99,2023-10-23 16:27:20,1,AC00259,Debit,Sacramento,D000617,11.3.59.231,M097,ATM,60,Doctor,140,1,8590.5,2024-11-04 08:07:10,0,-32629190.0,1,1,1,4,1,1
TX000246,97.22,2023-02-20 17:30:19,0,AC00260,Credit,Atlanta,D000507,188.205.152.176,M063,Branch,77,Retired,55,1,6647.73,2024-11-04 08:11:17,0,-53793658.0,1,1,1,3,1,1
TX001268,249.34,2023-08-15 17:21:47,1,AC00260,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,26,Engineer,197,1,3030.97,2024-11-04 08:07:57,0,-38587570.0,1,1,1,4,1,1
TX002373,95.23,2023-10-16 18:47:17,0,AC00260,Debit,Denver,D000287,5.252.94.135,M077,Online,20,Student,60,3,966.88,2024-11-04 08:11:38,0,-33225861.0,1,1,1,3,1,1
TX001976,79.21,2023-11-24 17:52:34,0,AC00260,Debit,Colorado Springs,D000014,165.143.173.165,M055,Branch,56,Retired,140,1,1615.04,2024-11-04 08:07:01,0,-29859267.0,1,1,1,3,1,1
TX000357,121.82,2023-02-07 17:20:24,0,AC00261,Debit,Colorado Springs,D000095,186.54.68.246,M094,Online,69,Doctor,123,3,8354.54,2024-11-04 08:08:07,0,-54917263.0,1,1,1,3,1,1
TX001725,16.27,2023-02-13 17:58:45,0,AC00261,Debit,Atlanta,D000697,155.37.19.43,M038,ATM,57,Doctor,44,1,10971.32,2024-11-04 08:09:04,0,-54396619.0,1,1,1,3,1,1
TX002095,26.1,2023-02-17 16:21:21,0,AC00261,Debit,Mesa,D000353,77.92.193.22,M001,ATM,27,Student,32,1,1435.72,2024-11-04 08:07:09,0,-54056748.0,1,1,1,3,1,1
TX001419,7.38,2023-03-15 16:47:45,0,AC00261,Debit,Houston,D000011,156.96.135.18,M076,Online,67,Retired,105,1,2923.83,2024-11-04 08:10:18,0,-51808953.0,1,1,1,3,1,1
TX001288,451.68,2023-04-18 18:55:32,1,AC00261,Debit,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54,2024-11-04 08:09:51,0,-48863659.0,1,1,0,3,1,1
TX001641,1.41,2023-06-07 17:02:33,0,AC00261,Debit,Sacramento,D000344,170.225.23.251,M084,ATM,53,Retired,278,1,1244.17,2024-11-04 08:12:04,0,-44550571.0,1,1,1,3,1,1
TX002000,27.64,2023-06-09 17:14:26,0,AC00261,Debit,New York,D000044,208.142.57.37,M065,Online,54,Engineer,23,1,7498.51,2024-11-04 08:08:22,0,-44376836.0,1,1,1,3,1,1
TX001384,508.73,2023-07-14 16:22:54,1,AC00261,Debit,Chicago,D000316,172.184.35.29,M071,Branch,59,Retired,89,1,7640.57,2024-11-04 08:09:07,0,-41355973.0,1,1,1,4,1,1
TX002370,459.29,2023-01-26 18:07:00,0,AC00262,Credit,Kansas City,D000610,113.201.172.36,M016,Online,64,Retired,109,1,1006.12,2024-11-04 08:11:08,0,-55951448.0,1,1,1,3,1,1
TX000794,408.28,2023-03-15 16:33:09,0,AC00262,Credit,Nashville,D000638,142.148.226.178,M028,Branch,21,Student,125,3,1222.77,2024-11-04 08:10:10,0,-51809821.0,1,1,1,3,1,1
TX000424,1096.7,2023-03-27 16:51:20,1,AC00262,Debit,Colorado Springs,D000234,167.164.55.0,M005,Online,24,Student,147,1,1093.89,2024-11-04 08:11:28,0,-50772008.0,1,1,1,4,1,1
TX001130,316.56,2023-08-29 18:30:14,0,AC00262,Debit,Denver,D000457,13.188.62.74,M052,Online,28,Engineer,261,1,8643.51,2024-11-04 08:09:57,0,-37373983.0,1,1,1,3,1,1
TX000642,71.53,2023-10-30 16:49:25,0,AC00262,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,2024-11-04 08:12:00,0,-32023355.0,1,1,1,3,1,1
TX001793,53.83,2023-05-31 17:21:07,0,AC00263,Debit,Baltimore,D000471,4.134.78.167,M062,Branch,70,Retired,131,1,4580.59,2024-11-04 08:11:45,0,-45154238.0,1,1,1,3,1,1
TX000272,251.18,2023-06-01 16:51:11,1,AC00263,Debit,San Jose,D000056,134.222.122.238,M058,ATM,42,Engineer,246,1,8303.9,2024-11-04 08:07:55,0,-45069404.0,1,1,1,4,1,1
TX001202,471.75,2023-06-06 18:31:06,1,AC00263,Credit,San Jose,D000443,100.4.40.132,M048,Branch,34,Doctor,41,1,12948.5,2024-11-04 08:10:54,0,-44631588.0,1,1,0,3,1,1
TX000867,98.71,2023-09-18 17:41:29,0,AC00263,Debit,Fort Worth,D000276,79.227.202.117,M070,ATM,32,Doctor,117,1,10095.23,2024-11-04 08:07:42,0,-35648773.0,1,1,1,3,1,1
TX002046,675.37,2023-12-29 16:45:06,1,AC00263,Credit,Jacksonville,D000508,10.223.224.50,M001,Online,56,Retired,31,1,4704.91,2024-11-04 08:11:11,0,-26839565.0,1,1,1,4,1,1
TX000374,144.77,2023-07-17 16:48:23,0,AC00264,Debit,Albuquerque,D000194,57.166.147.242,M007,Online,20,Student,159,1,867.32,2024-11-04 08:10:54,0,-41095351.0,1,1,1,3,1,1
TX001319,101.52,2023-08-09 16:22:25,0,AC00264,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9,2024-11-04 08:08:38,0,-39109573.0,1,1,1,3,1,1
TX000908,653.97,2023-10-04 17:41:08,1,AC00264,Debit,Miami,D000464,141.241.241.128,M067,Online,37,Engineer,100,1,3886.65,2024-11-04 08:11:57,0,-34266649.0,1,1,1,4,1,1
TX000455,611.11,2023-10-18 18:32:31,1,AC00264,Debit,Detroit,D000215,141.201.46.191,M045,ATM,20,Student,282,4,919.84,2024-11-04 08:11:12,1,-33053921.0,1,1,1,5,1,1
TX000329,354.4,2023-11-06 17:23:08,0,AC00264,Debit,Chicago,D000416,87.234.36.48,M046,ATM,74,Retired,128,1,7358.65,2024-11-04 08:10:00,0,-31416412.0,1,1,1,3,1,1
TX000014,781.76,2023-11-20 16:39:15,1,AC00264,Debit,Memphis,D000054,193.83.0.183,M025,ATM,26,Student,123,1,189.69,2024-11-04 08:07:06,0,-30209271.0,1,1,1,4,1,1
TX000530,1063.25,2023-01-17 16:48:10,0,AC00265,Credit,Omaha,D000029,87.50.72.69,M070,Online,21,Student,128,1,1240.71,2024-11-04 08:07:39,0,-56733569.0,1,1,1,3,1,1
TX000101,383.37,2023-01-24 17:23:56,0,AC00265,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,30,Engineer,24,1,8901.93,2024-11-04 08:11:07,0,-56126831.0,1,1,1,3,1,1
TX000888,103.08,2023-02-27 16:48:02,0,AC00265,Credit,Milwaukee,D000304,66.255.7.16,M096,Branch,49,Engineer,150,1,9251.38,2024-11-04 08:06:42,0,-53191120.0,1,1,1,3,1,1
TX001844,276.56,2023-04-10 17:26:14,0,AC00265,Debit,Austin,D000655,28.120.130.118,M002,Branch,68,Doctor,15,1,8942.58,2024-11-04 08:08:57,0,-49560163.0,1,1,1,3,1,1
TX001752,91.9,2023-05-15 16:19:03,0,AC00265,Debit,Chicago,D000245,111.78.64.133,M036,Online,77,Retired,125,1,1033.94,2024-11-04 08:10:48,0,-46540305.0,1,1,1,3,1,1
TX000394,215.94,2023-06-05 16:06:43,0,AC00265,Credit,Virginia Beach,D000037,53.218.177.171,M021,Online,22,Student,140,1,1841.69,2024-11-04 08:10:45,0,-44726642.0,1,1,1,3,1,1
TX000193,444.89,2023-09-11 16:27:39,0,AC00265,Credit,Las Vegas,D000173,42.61.10.112,M060,Branch,43,Doctor,101,1,10328.23,2024-11-04 08:11:50,0,-36258251.0,1,1,1,3,1,1
TX000075,1212.51,2023-10-04 16:36:29,1,AC00265,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,20,Student,24,1,605.95,2024-11-04 08:06:51,0,-34270222.0,1,1,1,4,1,1
TX002491,162.1,2023-12-04 16:14:07,0,AC00265,Debit,Baltimore,D000427,193.190.29.63,M018,Branch,64,Doctor,221,1,9578.74,2024-11-04 08:11:35,0,-29001448.0,1,1,1,3,1,1
TX000510,96.89,2023-03-16 16:02:01,0,AC00266,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,59,Retired,53,1,6044.93,2024-11-04 08:11:06,0,-51725345.0,1,1,1,3,1,1
TX001278,53.14,2023-04-21 17:19:56,0,AC00266,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,34,Doctor,70,1,7915.0,2024-11-04 08:07:15,0,-48610039.0,1,1,1,3,1,1
TX001443,452.8,2023-11-24 16:45:11,1,AC00266,Debit,Los Angeles,D000527,211.45.75.44,M034,Branch,80,Retired,151,1,4840.67,2024-11-04 08:07:34,0,-29863343.0,1,1,1,4,1,1
TX001463,11.3,2023-12-01 16:33:43,0,AC00266,Credit,Louisville,D000528,10.191.172.154,M044,Online,55,Retired,41,1,1938.99,2024-11-04 08:09:25,0,-29259342.0,1,1,1,3,1,1
TX001374,10.31,2023-01-13 16:23:56,0,AC00267,Debit,Louisville,D000072,74.58.165.67,M054,Online,36,Engineer,280,1,2137.9,2024-11-04 08:11:14,0,-57080838.0,1,1,1,3,1,1
TX000425,119.72,2023-02-03 18:15:15,1,AC00267,Debit,Tucson,D000445,147.227.81.224,M011,Branch,30,Engineer,123,1,3435.34,2024-11-04 08:10:20,0,-55259705.0,1,1,1,4,1,1
