TransactionID,TransactionAmount,TransactionDate,R1_HighAmount,AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,R2_HighLoginAttempts,PreviousTransactionDate_calc,TimeSinceLastTxn,TxnCount2Min,R3_VeryFrequent,R4_SuspiciousDevice,R5_SuspiciousLocation,R6_HighAmountSuspiciousContext,R7_SuspiciousMerchant,R8_CompositeRule,Fraud_Label
TX001704,1294.81,2023-12-11 16:53:08,0,AC00205,Credit,Washington,D000489,76.0.164.168,M026,Branch,45,Engineer,279,1,9927.75,2024-11-04 08:11:44,0,2023-04-19 16:54:46,20390302.0,1,0,0,0,0,0,0,0
TX002163,26.3,2023-12-12 16:57:29,0,AC00205,Debit,Virginia Beach,D000210,42.219.228.159,M029,ATM,32,Doctor,33,1,7473.73,2024-11-04 08:09:28,0,2023-12-11 16:53:08,86661.0,1,0,0,0,0,0,0,0
TX001991,436.8,2023-07-03 16:15:11,0,AC00206,Debit,Seattle,D000619,19.228.76.177,M082,Online,27,Student,92,1,1256.33,2024-11-04 08:10:00,0,,-1.0,1,0,0,0,0,0,0,0
TX001888,74.11,2023-09-08 16:09:45,0,AC00206,Credit,Virginia Beach,D000320,147.119.62.178,M065,Online,69,Retired,71,4,3920.11,2024-11-04 08:08:28,1,2023-07-03 16:15:11,5788474.0,1,0,0,0,0,0,0,1
TX001596,220.68,2023-10-09 18:23:25,0,AC00207,Credit,Raleigh,D000311,194.29.57.163,M050,Online,71,Retired,217,1,5549.2,2024-11-04 08:07:05,0,,-1.0,1,0,0,0,0,0,0,0
TX001423,38.14,2023-12-28 16:51:20,0,AC00207,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,19,Student,174,1,1119.21,2024-11-04 08:09:59,0,2023-10-09 18:23:25,6906475.0,1,0,0,0,0,0,0,0
TX000408,195.12,2023-07-25 17:42:45,0,AC00208,Debit,Louisville,D000603,199.103.32.145,M043,ATM,46,Doctor,144,1,6101.15,2024-11-04 08:10:40,0,,-1.0,1,0,0,0,0,0,0,0
TX000127,598.81,2023-09-04 16:48:35,0,AC00208,Debit,Philadelphia,D000042,92.214.76.157,M081,Branch,57,Doctor,158,1,1415.52,2024-11-04 08:10:13,0,2023-07-25 17:42:45,3539150.0,1,0,0,0,0,0,0,0
TX000652,1241.05,2023-11-21 16:26:41,0,AC00208,Debit,Miami,D000105,156.96.135.18,M089,Branch,18,Student,129,1,756.74,2024-11-04 08:11:48,0,2023-09-04 16:48:35,6737886.0,1,0,0,0,0,0,0,0
TX000798,435.86,2023-12-29 17:17:48,0,AC00208,Debit,Jacksonville,D000471,147.125.143.41,M075,ATM,56,Retired,134,1,3801.82,2024-11-04 08:09:18,0,2023-11-21 16:26:41,3286267.0,1,0,0,0,0,0,0,0
TX001869,276.16,2023-02-13 16:14:17,0,AC00209,Credit,Portland,D000024,64.15.0.66,M019,ATM,53,Retired,71,1,1733.34,2024-11-04 08:11:57,0,,-1.0,1,0,0,0,0,0,0,0
TX002183,189.65,2023-09-25 16:32:45,0,AC00209,Debit,Charlotte,D000346,145.76.10.8,M100,ATM,21,Student,60,1,8457.09,2024-11-04 08:11:01,0,2023-02-13 16:14:17,19354708.0,1,0,0,0,0,0,0,0
TX001801,315.94,2023-09-29 18:23:17,0,AC00209,Debit,Omaha,D000099,89.237.88.251,M092,ATM,78,Retired,93,1,4273.99,2024-11-04 08:06:28,0,2023-09-25 16:32:45,352232.0,1,0,0,0,0,0,0,0
TX001020,428.61,2023-10-09 16:00:26,0,AC00209,Debit,Fresno,D000273,6.204.110.7,M049,Branch,51,Retired,131,1,2116.36,2024-11-04 08:07:48,0,2023-09-29 18:23:17,855429.0,1,0,0,0,0,0,0,0
TX001108,167.47,2023-12-01 17:45:19,0,AC00209,Debit,Sacramento,D000002,175.166.115.182,M024,ATM,35,Engineer,103,1,2293.13,2024-11-04 08:12:04,0,2023-10-09 16:00:26,4585493.0,1,0,0,0,0,0,0,0
TX000412,242.03,2023-03-13 16:08:41,0,AC00210,Debit,Dallas,D000605,219.98.242.240,M014,Online,58,Engineer,124,1,4382.73,2024-11-04 08:07:12,0,,-1.0,1,0,0,0,0,0,0,0
TX000390,123.85,2023-08-25 18:47:28,0,AC00210,Debit,Las Vegas,D000274,105.136.156.29,M047,Online,56,Engineer,244,1,3959.62,2024-11-04 08:06:36,0,2023-03-13 16:08:41,14265527.0,1,0,0,0,0,0,0,0
TX002123,333.39,2023-09-11 16:36:59,0,AC00210,Debit,Philadelphia,D000244,10.144.131.89,M015,ATM,68,Doctor,35,1,10628.59,2024-11-04 08:08:37,0,2023-08-25 18:47:28,1460971.0,1,0,0,0,0,0,0,0
TX002174,343.88,2023-12-11 16:37:20,0,AC00210,Debit,Nashville,D000608,211.97.88.141,M068,Online,63,Retired,97,1,6486.18,2024-11-04 08:12:01,0,2023-09-11 16:36:59,7862421.0,1,0,0,0,0,0,0,0
TX000786,411.52,2023-01-10 17:40:16,0,AC00211,Debit,Los Angeles,D000494,52.1.78.30,M023,ATM,41,Doctor,88,1,11108.39,2024-11-04 08:09:13,0,,-1.0,1,0,0,0,0,0,0,0
TX001178,224.73,2023-02-09 16:27:52,0,AC00211,Debit,Miami,D000005,3.102.127.165,M002,Branch,76,Retired,63,1,7551.89,2024-11-04 08:08:39,0,2023-01-10 17:40:16,2587656.0,1,0,0,0,0,0,0,0
TX000600,435.5,2023-05-15 18:41:05,0,AC00211,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,55,Retired,112,1,6981.03,2024-11-04 08:09:40,0,2023-02-09 16:27:52,8215993.0,1,0,0,0,0,0,0,0
TX001157,917.81,2023-08-30 18:38:56,0,AC00211,Debit,Kansas City,D000217,42.61.10.112,M047,ATM,64,Retired,75,2,3173.17,2024-11-04 08:09:46,1,2023-05-15 18:41:05,9244671.0,1,0,0,0,0,0,0,1
TX000227,163.68,2023-09-28 16:20:57,0,AC00212,Debit,San Diego,D000440,35.67.21.23,M087,Branch,41,Doctor,292,1,10090.05,2024-11-04 08:11:01,0,,-1.0,1,0,0,0,0,0,0,0
TX001332,608.79,2023-11-03 18:37:18,0,AC00212,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55,Engineer,157,1,2991.17,2024-11-04 08:12:18,0,2023-09-28 16:20:57,3118581.0,1,0,0,0,0,0,0,0
TX001778,164.52,2023-12-25 16:11:46,0,AC00212,Debit,Dallas,D000677,197.187.216.106,M099,ATM,61,Doctor,162,1,11036.74,2024-11-04 08:11:17,0,2023-11-03 18:37:18,4484068.0,1,0,0,0,0,0,0,0
TX002089,100.48,2023-02-17 16:53:25,0,AC00213,Credit,Milwaukee,D000139,136.172.149.77,M100,Branch,18,Student,104,1,6149.81,2024-11-04 08:12:12,0,,-1.0,1,0,0,0,0,0,0,0
TX001944,117.25,2023-04-03 16:35:30,1,AC00213,Credit,Atlanta,D000280,98.39.212.221,M091,Online,31,Doctor,73,1,13694.68,2024-11-04 08:08:29,0,2023-02-17 16:53:25,3886925.0,1,0,0,0,0,0,0,1
TX001295,91.38,2023-04-03 16:41:47,0,AC00213,Debit,Jacksonville,D000609,163.129.70.210,M013,ATM,65,Retired,179,1,2402.58,2024-11-04 08:06:39,0,2023-04-03 16:35:30,377.0,1,0,0,0,0,0,0,0
TX001890,777.92,2023-06-12 18:56:58,1,AC00213,Debit,Austin,D000125,194.88.79.54,M045,Branch,62,Doctor,97,1,7061.58,2024-11-04 08:09:32,0,2023-04-03 16:41:47,6056111.0,1,0,0,0,0,0,0,1
TX000473,423.11,2023-07-25 18:41:02,0,AC00213,Debit,Columbus,D000113,64.57.44.102,M055,ATM,60,Engineer,47,1,412.78,2024-11-04 08:10:58,0,2023-06-12 18:56:58,3714244.0,1,0,0,0,0,0,0,0
TX000493,66.58,2023-12-04 17:06:43,0,AC00213,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,1636.32,2024-11-04 08:08:48,0,2023-07-25 18:41:02,11399141.0,1,0,0,0,0,0,0,0
TX001026,101.34,2023-03-03 17:49:53,0,AC00214,Debit,Boston,D000501,147.227.81.224,M068,ATM,24,Student,46,1,703.26,2024-11-04 08:10:15,0,,-1.0,1,0,0,0,0,0,0,0
TX001462,114.1,2023-05-22 17:45:02,0,AC00214,Debit,Boston,D000275,65.149.11.248,M024,Branch,69,Retired,148,1,5882.12,2024-11-04 08:11:19,0,2023-03-03 17:49:53,6911709.0,1,0,0,0,0,0,0,0
TX000242,588.54,2023-02-06 17:57:28,0,AC00215,Debit,Portland,D000609,211.97.88.141,M031,Branch,32,Engineer,130,1,714.45,2024-11-04 08:10:37,0,,-1.0,1,0,0,0,0,0,0,0
TX002421,54.84,2023-05-08 16:48:31,0,AC00215,Debit,Kansas City,D000140,186.54.68.246,M002,Online,52,Retired,124,1,3495.51,2024-11-04 08:11:44,0,2023-02-06 17:57:28,7858263.0,1,0,0,0,0,0,0,0
TX000634,135.57,2023-06-14 17:17:34,0,AC00215,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,2024-11-04 08:11:44,0,2023-05-08 16:48:31,3198543.0,1,0,0,0,0,0,0,0
TX001710,180.94,2023-07-24 16:41:18,0,AC00215,Debit,Raleigh,D000456,45.124.239.44,M028,Branch,75,Retired,57,1,7659.99,2024-11-04 08:10:34,0,2023-06-14 17:17:34,3453824.0,1,0,0,0,0,0,0,0
TX002138,1.98,2023-12-25 17:41:33,0,AC00215,Debit,Seattle,D000690,45.241.13.208,M074,ATM,66,Doctor,170,1,11619.1,2024-11-04 08:10:47,0,2023-07-24 16:41:18,13309215.0,1,0,0,0,0,0,0,0
TX000563,106.39,2023-02-13 18:42:09,0,AC00216,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,37,Doctor,281,1,9410.99,2024-11-04 08:10:32,0,,-1.0,1,0,0,0,0,0,0,0
TX002160,624.0,2023-02-16 17:34:34,0,AC00216,Debit,Houston,D000207,113.137.153.101,M097,Branch,26,Engineer,132,5,4976.18,2024-11-04 08:11:42,1,2023-02-13 18:42:09,255145.0,1,0,0,0,0,0,0,1
TX000567,319.85,2023-07-26 16:44:22,0,AC00216,Debit,Denver,D000589,219.31.152.129,M083,ATM,60,Doctor,148,1,711.66,2024-11-04 08:07:45,0,2023-02-16 17:34:34,13820988.0,1,0,0,0,0,0,0,0
TX002502,235.83,2023-09-01 16:26:50,0,AC00216,Credit,Memphis,D000299,157.47.114.20,M012,Online,53,Engineer,169,1,4120.75,2024-11-04 08:08:53,0,2023-07-26 16:44:22,3195748.0,1,0,0,0,0,0,0,0
TX000891,60.96,2023-10-23 16:35:48,0,AC00216,Debit,Colorado Springs,D000090,184.185.209.72,M065,ATM,52,Retired,238,1,6189.24,2024-11-04 08:09:58,0,2023-09-01 16:26:50,4493338.0,1,0,0,0,0,0,0,0
TX000435,79.76,2023-02-06 16:26:29,0,AC00217,Debit,Raleigh,D000268,157.130.28.27,M055,Branch,39,Engineer,170,1,6452.14,2024-11-04 08:09:34,0,,-1.0,1,0,0,0,0,0,0,0
TX000856,1074.95,2023-06-02 16:49:03,1,AC00217,Debit,Jacksonville,D000674,167.95.191.52,M089,Branch,20,Student,91,1,530.86,2024-11-04 08:09:58,0,2023-02-06 16:26:29,10023754.0,1,0,0,0,0,0,0,1
TX000071,133.55,2023-07-18 16:12:00,0,AC00217,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,44,Engineer,220,1,3846.28,2024-11-04 08:10:18,0,2023-06-02 16:49:03,3972177.0,1,0,0,0,0,0,0,0
TX001906,40.83,2023-08-16 16:40:51,0,AC00217,Debit,Indianapolis,D000627,1.238.163.61,M040,ATM,48,Engineer,24,1,3944.12,2024-11-04 08:12:04,0,2023-07-18 16:12:00,2507331.0,1,0,0,0,0,0,0,0
TX001459,46.22,2023-11-13 16:41:09,0,AC00217,Debit,San Jose,D000638,49.31.186.82,M049,Branch,23,Student,217,1,471.28,2024-11-04 08:08:59,0,2023-08-16 16:40:51,7689618.0,1,0,0,0,0,0,0,0
TX000958,20.27,2023-12-04 16:27:40,0,AC00217,Debit,Miami,D000649,86.103.2.29,M065,Branch,18,Student,22,1,796.35,2024-11-04 08:09:38,0,2023-11-13 16:41:09,1813591.0,1,0,0,0,0,0,0,0
TX001533,170.45,2023-01-05 16:56:49,0,AC00218,Debit,San Francisco,D000560,50.202.8.53,M026,Branch,60,Engineer,199,1,2284.41,2024-11-04 08:09:17,0,,-1.0,1,0,0,0,0,0,0,0
TX001450,152.01,2023-02-23 16:41:55,0,AC00218,Debit,Fort Worth,D000407,80.75.92.66,M095,ATM,42,Engineer,111,3,4625.12,2024-11-04 08:11:14,1,2023-01-05 16:56:49,4232706.0,1,0,0,0,0,0,0,1
TX001483,494.96,2023-03-31 16:34:38,1,AC00218,Debit,Sacramento,D000320,45.182.28.148,M067,ATM,40,Engineer,132,1,6903.68,2024-11-04 08:08:34,0,2023-02-23 16:41:55,3109963.0,1,0,0,0,0,0,0,1
TX000689,77.03,2023-06-19 16:57:53,0,AC00218,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1,11310.27,2024-11-04 08:08:06,0,2023-03-31 16:34:38,6913395.0,1,0,0,0,0,0,0,0
TX001458,118.83,2023-06-26 16:10:25,0,AC00218,Debit,Virginia Beach,D000321,190.251.45.32,M039,Online,28,Student,295,1,1616.3,2024-11-04 08:08:28,0,2023-06-19 16:57:53,601952.0,1,0,0,0,0,0,0,0
TX001018,463.11,2023-09-26 16:50:05,1,AC00218,Credit,Las Vegas,D000210,49.31.186.82,M078,Branch,51,Doctor,159,1,10238.82,2024-11-04 08:07:18,0,2023-06-26 16:10:25,7951180.0,1,0,0,0,0,0,0,1
TX000469,346.85,2023-11-03 18:33:50,0,AC00218,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,7208.15,2024-11-04 08:10:25,0,2023-09-26 16:50:05,3289425.0,1,0,0,0,0,0,0,0
TX000717,194.29,2023-01-23 16:05:42,0,AC00219,Credit,Seattle,D000307,160.65.101.37,M059,Branch,39,Engineer,10,1,2988.41,2024-11-04 08:08:57,0,,-1.0,1,0,0,0,0,0,0,0
TX000475,88.6,2023-02-14 17:01:44,0,AC00219,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1,246.57,2024-11-04 08:08:47,0,2023-01-23 16:05:42,1904162.0,1,0,0,0,0,0,0,0
TX000622,408.46,2023-03-01 16:17:46,1,AC00219,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,2024-11-04 08:08:20,0,2023-02-14 17:01:44,1293362.0,1,0,0,0,0,0,0,1
TX000313,100.66,2023-06-16 18:58:50,0,AC00219,Debit,Dallas,D000511,86.220.59.252,M024,Branch,50,Doctor,144,1,14473.33,2024-11-04 08:11:54,0,2023-03-01 16:17:46,9254464.0,1,0,0,0,0,0,0,0
TX001685,291.27,2023-06-19 17:58:54,0,AC00219,Debit,Detroit,D000119,184.59.28.72,M097,Branch,77,Retired,121,1,6878.86,2024-11-04 08:10:16,0,2023-06-16 18:58:50,255604.0,1,0,0,0,0,0,0,0
TX002201,68.68,2023-09-18 16:15:19,0,AC00219,Debit,Sacramento,D000362,195.226.203.234,M094,Online,49,Engineer,141,1,4718.51,2024-11-04 08:06:27,0,2023-06-19 17:58:54,7856185.0,1,0,0,0,0,0,0,0
TX001413,33.65,2023-09-18 17:18:03,0,AC00219,Credit,New York,D000470,49.31.186.82,M067,Online,63,Doctor,146,1,12719.93,2024-11-04 08:07:24,0,2023-09-18 16:15:19,3764.0,1,0,0,0,0,0,0,0
TX001838,118.1,2023-09-25 16:07:30,0,AC00219,Debit,Fort Worth,D000274,62.27.235.199,M058,ATM,50,Engineer,50,1,7976.6,2024-11-04 08:12:07,0,2023-09-18 17:18:03,600567.0,1,0,0,0,0,0,0,0
TX001244,13.87,2023-12-11 18:32:40,0,AC00219,Debit,Phoenix,D000670,37.227.215.145,M077,Branch,24,Student,20,1,954.83,2024-11-04 08:07:47,0,2023-09-25 16:07:30,6661510.0,1,0,0,0,0,0,0,0
TX002298,111.41,2023-12-27 17:18:17,0,AC00219,Debit,Chicago,D000162,18.72.115.111,M079,Branch,21,Student,181,1,1204.11,2024-11-04 08:10:44,0,2023-12-11 18:32:40,1377937.0,1,0,0,0,0,0,0,0
TX002179,38.41,2023-04-11 16:06:20,0,AC00220,Debit,Denver,D000449,158.135.64.240,M068,ATM,40,Doctor,117,1,9129.68,2024-11-04 08:07:27,0,,-1.0,1,0,0,0,0,0,0,0
TX000278,345.22,2023-09-05 16:55:47,1,AC00220,Debit,Fresno,D000217,164.75.163.220,M025,Branch,69,Retired,253,1,4046.58,2024-11-04 08:07:36,0,2023-04-11 16:06:20,12703767.0,1,0,0,0,0,0,0,1
TX000704,63.58,2023-09-11 17:43:14,0,AC00220,Debit,Columbus,D000081,163.129.70.210,M093,ATM,18,Student,199,1,8086.04,2024-11-04 08:11:56,0,2023-09-05 16:55:47,521247.0,1,0,0,0,0,0,0,0
TX001626,1360.01,2023-09-25 16:51:23,1,AC00220,Credit,Phoenix,D000582,5.252.94.135,M096,Branch,67,Retired,218,1,6601.5,2024-11-04 08:11:58,0,2023-09-11 17:43:14,1206489.0,1,0,0,0,0,0,0,1
TX001964,483.92,2023-10-16 18:57:30,0,AC00220,Debit,New York,D000046,145.179.219.57,M092,ATM,70,Retired,115,1,3138.0,2024-11-04 08:06:59,0,2023-09-25 16:51:23,1821967.0,1,0,0,0,0,0,0,0
TX000084,259.91,2023-11-06 16:34:10,0,AC00220,Debit,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86,2024-11-04 08:09:38,0,2023-10-16 18:57:30,1805800.0,1,0,0,0,0,0,0,0
TX001276,170.24,2023-06-05 16:24:12,0,AC00221,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,62,Retired,133,1,5172.99,2024-11-04 08:08:04,0,,-1.0,1,0,0,0,0,0,0,0
TX001818,918.95,2023-05-01 16:43:40,0,AC00222,Debit,Seattle,D000563,106.244.1.47,M026,Online,68,Doctor,139,1,7006.46,2024-11-04 08:07:44,0,,-1.0,1,0,0,0,0,0,0,0
TX001528,64.3,2023-09-04 17:36:40,0,AC00222,Debit,Louisville,D000084,219.98.242.240,M015,ATM,55,Retired,67,1,7530.3,2024-11-04 08:11:58,0,2023-05-01 16:43:40,10889580.0,1,0,0,0,0,0,0,0
TX000912,471.84,2023-09-29 17:31:24,0,AC00222,Debit,Raleigh,D000163,137.33.78.168,M080,ATM,18,Student,138,1,1044.33,2024-11-04 08:08:45,0,2023-09-04 17:36:40,2159684.0,1,0,0,0,0,0,0,0
TX002454,190.9,2023-10-09 16:17:07,0,AC00222,Debit,Jacksonville,D000390,42.61.10.112,M002,Online,28,Student,40,1,101.25,2024-11-04 08:10:27,0,2023-09-29 17:31:24,859543.0,1,0,0,0,0,0,0,0
TX000632,810.36,2023-01-17 16:59:03,0,AC00223,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,2024-11-04 08:07:19,0,,-1.0,1,0,0,0,0,0,0,0
TX000564,12.04,2023-11-15 16:08:52,0,AC00223,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1,6213.32,2024-11-04 08:08:25,0,2023-01-17 16:59:03,26089789.0,1,0,0,0,0,0,0,0
TX002200,177.94,2023-09-26 16:08:25,0,AC00224,Debit,Milwaukee,D000698,27.93.195.98,M088,Online,19,Student,173,1,123.24,2024-11-04 08:11:29,0,,-1.0,1,0,0,0,0,0,0,0
TX000927,302.76,2023-11-16 17:14:01,0,AC00224,Debit,Sacramento,D000640,221.23.158.87,M043,ATM,38,Engineer,88,3,8583.39,2024-11-04 08:11:08,0,2023-09-26 16:08:25,4410336.0,1,0,0,0,0,0,0,0
TX002222,615.16,2023-02-06 16:40:27,0,AC00225,Debit,Boston,D000092,62.27.235.199,M080,Online,26,Student,140,1,214.61,2024-11-04 08:06:37,0,,-1.0,1,0,0,0,0,0,0,0
TX000238,368.91,2023-03-10 17:49:57,0,AC00225,Debit,Virginia Beach,D000221,218.238.171.184,M082,Branch,54,Doctor,14,1,829.71,2024-11-04 08:10:28,0,2023-02-06 16:40:27,2768970.0,1,0,0,0,0,0,0,0
TX000956,185.99,2023-04-24 16:49:48,0,AC00225,Credit,Fresno,D000674,39.129.125.110,M026,Branch,41,Engineer,53,1,402.45,2024-11-04 08:09:44,0,2023-03-10 17:49:57,3884391.0,1,0,0,0,0,0,0,0
TX001287,39.48,2023-05-26 16:47:51,0,AC00225,Debit,Omaha,D000435,152.234.65.155,M017,ATM,56,Retired,38,1,5889.51,2024-11-04 08:11:50,0,2023-04-24 16:49:48,2764683.0,1,0,0,0,0,0,0,0
TX002319,56.84,2023-08-14 17:29:30,0,AC00225,Debit,Raleigh,D000654,155.140.33.42,M088,ATM,45,Engineer,185,1,7977.78,2024-11-04 08:09:53,0,2023-05-26 16:47:51,6914499.0,1,0,0,0,0,0,0,0
TX002409,275.87,2023-08-28 18:27:59,0,AC00225,Debit,Seattle,D000302,111.78.64.133,M096,ATM,25,Student,112,1,1697.58,2024-11-04 08:07:09,0,2023-08-14 17:29:30,1213109.0,1,0,0,0,0,0,0,0
TX001988,97.74,2023-09-04 16:46:29,0,AC00225,Credit,Los Angeles,D000211,218.238.171.184,M046,Online,41,Engineer,137,1,4113.63,2024-11-04 08:07:15,0,2023-08-28 18:27:59,598710.0,1,0,0,0,0,0,0,0
TX000882,220.8,2023-09-06 18:43:52,0,AC00225,Debit,Indianapolis,D000532,10.223.224.50,M021,Online,31,Engineer,28,1,8135.31,2024-11-04 08:10:00,0,2023-09-04 16:46:29,179843.0,1,0,0,0,0,0,0,0
TX002282,589.89,2023-10-20 16:29:44,1,AC00225,Debit,Jacksonville,D000252,88.55.149.101,M028,Branch,56,Engineer,213,3,9404.63,2024-11-04 08:12:03,1,2023-09-06 18:43:52,3793552.0,1,0,0,0,0,0,0,1
TX000607,175.15,2023-11-09 17:02:41,0,AC00225,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,1712.65,2024-11-04 08:09:45,0,2023-10-20 16:29:44,1729977.0,1,0,0,0,0,0,0,0
TX000183,300.47,2023-11-13 16:11:52,0,AC00225,Debit,Jacksonville,D000272,156.173.170.140,M065,Branch,73,Retired,100,1,7885.64,2024-11-04 08:08:00,0,2023-11-09 17:02:41,342551.0,1,0,1,1,0,0,0,1
TX000162,307.57,2023-01-09 16:12:01,0,AC00227,Debit,Detroit,D000076,128.16.32.183,M049,Branch,33,Doctor,285,1,5307.74,2024-11-04 08:06:33,0,,-1.0,1,0,0,0,0,0,0,0
TX002007,28.04,2023-02-15 16:37:09,0,AC00227,Debit,Los Angeles,D000101,114.223.129.47,M008,ATM,57,Doctor,146,5,11197.54,2024-11-04 08:12:17,1,2023-01-09 16:12:01,3198308.0,1,0,0,0,0,0,0,1
TX002238,194.68,2023-04-24 16:32:48,0,AC00227,Debit,Memphis,D000481,1.7.29.72,M002,Online,32,Doctor,165,1,14494.18,2024-11-04 08:11:54,0,2023-02-15 16:37:09,5874939.0,1,0,0,0,0,0,0,0
TX000812,115.22,2023-12-08 17:05:33,0,AC00227,Debit,San Francisco,D000185,76.0.164.168,M063,Branch,27,Engineer,108,1,906.2,2024-11-04 08:09:07,0,2023-04-24 16:32:48,19701165.0,1,0,0,0,0,0,0,0
TX001478,997.37,2023-12-22 18:24:01,0,AC00227,Debit,Fort Worth,D000629,32.71.250.58,M053,ATM,23,Student,145,1,1146.09,2024-11-04 08:07:23,0,2023-12-08 17:05:33,1214308.0,1,0,0,0,0,0,0,0
TX001570,203.99,2023-01-20 16:34:35,0,AC00228,Debit,Philadelphia,D000007,213.15.9.253,M073,Online,52,Retired,215,1,4840.31,2024-11-04 08:09:52,0,,-1.0,1,0,0,0,0,0,0,0
TX002074,441.26,2023-02-27 16:07:46,1,AC00228,Credit,Tucson,D000490,92.180.81.50,M074,Branch,58,Doctor,87,5,13704.92,2024-11-04 08:11:41,1,2023-01-20 16:34:35,3281591.0,1,0,0,0,0,0,0,1
TX002092,1079.11,2023-05-05 16:42:25,1,AC00228,Debit,Las Vegas,D000203,209.214.250.164,M042,Online,53,Engineer,211,1,2038.31,2024-11-04 08:07:41,0,2023-02-27 16:07:46,5790879.0,1,0,0,0,0,0,0,1
TX001343,289.05,2023-06-09 17:58:00,0,AC00228,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1,5683.49,2024-11-04 08:11:58,0,2023-05-05 16:42:25,3028535.0,1,0,0,0,0,0,0,0
TX002340,289.01,2023-08-28 16:41:21,0,AC00228,Debit,Miami,D000202,191.91.45.159,M044,Online,66,Retired,96,1,4226.26,2024-11-04 08:08:12,0,2023-06-09 17:58:00,6907401.0,1,0,0,0,0,0,0,0
TX001861,11.06,2023-11-01 17:59:04,0,AC00228,Debit,Colorado Springs,D000153,30.229.179.194,M037,ATM,34,Engineer,13,3,2782.21,2024-11-04 08:07:08,1,2023-08-28 16:41:21,5620663.0,1,0,0,0,0,0,0,1
TX002213,21.21,2023-12-04 16:20:16,0,AC00228,Debit,Nashville,D000338,105.87.212.115,M063,Online,55,Engineer,37,1,9575.42,2024-11-04 08:07:18,0,2023-11-01 17:59:04,2845272.0,1,0,0,0,0,0,0,0
TX001052,175.21,2023-12-21 18:44:40,0,AC00228,Credit,Mesa,D000059,96.162.11.85,M049,ATM,69,Doctor,69,1,6039.04,2024-11-04 08:08:37,0,2023-12-04 16:20:16,1477464.0,1,0,0,0,0,0,0,0
TX000427,115.92,2023-01-17 18:42:28,0,AC00229,Debit,Raleigh,D000386,204.34.243.93,M033,ATM,53,Retired,57,1,3897.17,2024-11-04 08:09:02,0,,-1.0,1,0,0,0,0,0,0,0
TX000482,348.7,2023-05-02 17:13:45,0,AC00229,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1,2445.58,2024-11-04 08:06:58,0,2023-01-17 18:42:28,9066677.0,1,0,0,0,0,0,0,0
TX001476,114.23,2023-06-07 17:35:50,0,AC00229,Debit,Dallas,D000213,106.244.1.47,M089,ATM,56,Doctor,64,1,9523.72,2024-11-04 08:06:35,0,2023-05-02 17:13:45,3111725.0,1,0,0,0,0,0,0,0
TX000405,507.25,2023-10-30 17:21:38,0,AC00229,Debit,Washington,D000672,112.196.12.19,M063,Branch,73,Retired,143,1,5331.57,2024-11-04 08:11:10,0,2023-06-07 17:35:50,12527148.0,1,0,0,0,0,0,0,0
TX001230,17.21,2023-12-25 17:18:58,0,AC00229,Debit,Omaha,D000618,119.43.28.203,M004,Online,23,Student,219,1,914.16,2024-11-04 08:06:59,0,2023-10-30 17:21:38,4838240.0,1,0,0,0,0,0,0,0
TX001682,74.11,2023-07-18 16:05:40,0,AC00230,Debit,San Jose,D000547,203.174.215.229,M011,Branch,22,Student,49,1,1257.9,2024-11-04 08:09:02,0,,-1.0,1,0,0,0,0,0,0,0
TX002038,584.82,2023-10-17 16:11:26,0,AC00230,Credit,Nashville,D000594,201.114.165.141,M057,Online,43,Doctor,109,1,12071.1,2024-11-04 08:09:47,0,2023-07-18 16:05:40,7862746.0,1,0,0,0,0,0,0,0
TX000926,697.82,2023-11-27 16:10:37,0,AC00230,Debit,New York,D000377,161.25.82.11,M092,Online,44,Engineer,153,1,6824.0,2024-11-04 08:07:11,0,2023-10-17 16:11:26,3542351.0,1,0,0,0,0,0,0,0
